"Model","split_num","iter_num","AUC_score"
"XGB4",9,1,0.909084323384526
"XGB4",0,2,0.959239342218066
"XGB4",1,2,0.905853012235991
"XGB4",2,2,0.978567531759021
"XGB4",3,2,0.907128368588815
"XGB4",4,2,0.836424224862359
"XGB4",5,2,0.852796290930165
"XGB4",6,2,0.895899739206027
"XGB4",7,2,0.962691973341061
"XGB4",8,2,0.96124311793683
"XGB4",9,2,0.981671979136482
"XGB5",0,0,0.924323903047307
"XGB5",1,0,0.931727846621464
"XGB5",2,0,0.937962746473385
"XGB5",3,0,0.907345696899449
"XGB5",4,0,0.876774847870183
"XGB5",5,0,0.901188061431469
"XGB5",6,0,0.953129527673138
"XGB5",7,0,0.909518980005795
"XGB5",8,0,0.883656911040278
"XGB5",9,0,0.878296146044625
"XGB5",0,1,0.955420466058764
"XGB5",1,1,0.890343698854337
"XGB5",2,1,0.927675161717715
"XGB5",3,1,0.933642422486236
"XGB5",4,1,0.907128368588815
"XGB5",5,1,0.914155317299334
"XGB5",6,1,0.960518690234714
"XGB5",7,1,0.827658649666763
"XGB5",8,1,0.936974789915966
"XGB5",9,1,0.942480440452043
"XGB5",0,2,0.955186657314317
"XGB5",1,2,0.926350245499182
"XGB5",2,2,0.969526926973736
"XGB5",3,2,0.931106925528832
"XGB5",4,2,0.807157345696899
"XGB5",5,2,0.850478122283396
"XGB5",6,2,0.910026079397276
"XGB5",7,2,0.959069834830484
"XGB5",8,2,0.972471747319617
"XGB5",9,2,0.972399304549406
"XGB6",0,0,0.920582963136155
"XGB6",1,0,0.946379861273478
"XGB6",2,0,0.961577429662536
"XGB6",3,0,0.906548826427123
"XGB6",4,0,0.828672848449725
"XGB6",5,0,0.901043175891046
"XGB6",6,0,0.965227470298464
"XGB6",7,0,0.93617791944364
"XGB6",8,0,0.920095624456679
"XGB6",9,0,0.926615473775717
"XGB6",0,1,0.977398488036786
"XGB6",1,1,0.948717948717949
"XGB6",2,1,0.964539007092199
"XGB6",3,1,0.949579831932773
"XGB6",4,1,0.95508548246885
"XGB6",5,1,0.923862648507679
"XGB6",6,1,0.922051579252391
"XGB6",7,1,0.813097652854245
"XGB6",8,1,0.944291509707331
"XGB6",9,1,0.940524485656332
"XGB6",0,2,0.963993453355156
"XGB6",1,2,0.919024238173174
"XGB6",2,2,0.98262021666277
"XGB6",3,2,0.912271805273834
"XGB6",4,2,0.832512315270936
"XGB6",5,2,0.830483917705013
"XGB6",6,2,0.888075920023182
"XGB6",7,2,0.974355259345117
"XGB6",8,2,0.963778614894234
"XGB6",9,2,0.959069834830484
"XGB7",0,0,0.91465980827683
"XGB7",1,0,0.939365598940067
"XGB7",2,0,0.953939677343933
"XGB7",3,0,0.894305998261373
"XGB7",4,0,0.852941176470588
"XGB7",5,0,0.928933642422486
"XGB7",6,0,0.968559837728195
"XGB7",7,0,0.924514633439583
"XGB7",8,0,0.873514923210664
"XGB7",9,0,0.931324253839467
"XGB7",0,1,0.954329358584678
"XGB7",1,1,0.962590600888473
"XGB7",2,1,0.931494037877017
"XGB7",3,1,0.96218487394958
"XGB7",4,1,0.912923790205737
"XGB7",5,1,0.909591422776007
"XGB7",6,1,0.950811359026369
"XGB7",7,1,0.827948420747609
"XGB7",8,1,0.971022891915387
"XGB7",9,1,0.936322804984063
"XGB7",0,2,0.931338165380719
"XGB7",1,2,0.907255864702673
"XGB7",2,2,0.976852934299743
"XGB7",3,2,0.93762677484787
"XGB7",4,2,0.856708200521588
"XGB7",5,2,0.838959721819762
"XGB7",6,2,0.90785279629093
"XGB7",7,2,0.953998840915677
"XGB7",8,2,0.952912199362504
"XGB7",9,2,0.981237322515213
"XGB8",0,0,0.917699321954641
"XGB8",1,0,0.930792611643675
"XGB8",2,0,0.93281895409555
"XGB8",3,0,0.928064329179948
"XGB8",4,0,0.866415531729933
"XGB8",5,0,0.905317299333527
"XGB8",6,0,0.918574326282237
"XGB8",7,0,0.912271805273834
"XGB8",8,0,0.8435960591133
"XGB8",9,0,0.897348594610258
"XGB8",0,1,0.975917699321955
"XGB8",1,1,0.912477593328657
"XGB8",2,1,0.916686150728704
"XGB8",3,1,0.923500434656621
"XGB8",4,1,0.91256157635468
"XGB8",5,1,0.930092726745871
"XGB8",6,1,0.915966386554622
"XGB8",7,1,0.807447116777746
"XGB8",8,1,0.930817154447986
"XGB8",9,1,0.918212112431179
"XGB8",0,2,0.962902345881069
"XGB8",1,2,0.947237160003117
"XGB8",2,2,0.973735484373782
"XGB8",3,2,0.903144016227181
"XGB8",4,2,0.84642132715155
"XGB8",5,2,0.84403071573457
"XGB8",6,2,0.890973630831643
"XGB8",7,2,0.961532889017676
"XGB8",8,2,0.92864387134164
"XGB8",9,2,0.970733120834541
"XGB9",0,0,0.931338165380719
"XGB9",1,0,0.953939677343933
"XGB9",2,0,0.951211908658717
"XGB9",3,0,0.89981164879745
"XGB9",4,0,0.841422776006954
"XGB9",5,0,0.899666763257027
"XGB9",6,0,0.953419298753984
"XGB9",7,0,0.946030136192408
"XGB9",8,0,0.859533468559838
"XGB9",9,0,0.946392350043466
"XGB9",0,1,0.971163588184865
"XGB9",1,1,0.912711402073104
"XGB9",2,1,0.949497311199439
"XGB9",3,1,0.948203419298754
"XGB9",4,1,0.913068675746161
"XGB9",5,1,0.932121124311794
"XGB9",6,1,0.931614024920313
"XGB9",7,1,0.850260793972761
"XGB9",8,1,0.96595189800058
"XGB9",9,1,0.923717762967256
"XGB9",0,2,0.941859558880836
"XGB9",1,2,0.905697139739693
"XGB9",2,2,0.985270049099836
"XGB9",3,2,0.918429440741814
"XGB9",4,2,0.829179947841206
"XGB9",5,2,0.835192697768763
"XGB9",6,2,0.889452332657201
"XGB9",7,2,0.965082584758041
"XGB9",8,2,0.959576934221965
"XGB9",9,2,0.979426253259925
"DT0",0,0,0.798612734782947
"DT0",1,0,0.872652170524511
"DT0",2,0,0.826163198503624
"DT0",3,0,0.920312952767314
"DT0",4,0,0.800746160533179
"DT0",5,0,0.795711388003477
"DT0",6,0,0.808968414952188
"DT0",7,0,0.779411764705882
"DT0",8,0,0.828600405679513
"DT0",9,0,0.813930744711678
"DT0",0,1,0.864741641337386
"DT0",1,1,0.817200529966488
"DT0",2,1,0.798651702907022
"DT0",3,1,0.879310344827586
"DT0",4,1,0.918791654592872
"DT0",5,1,0.832838307736888
"DT0",6,1,0.718125181106925
"DT0",7,1,0.713090408577224
"DT0",8,1,0.853846711098232
"DT0",9,1,0.831353230947552
"DT0",0,2,0.735250565037799
"DT0",1,2,0.778738991504949
"DT0",2,2,0.911620294599018
"DT0",3,2,0.825449145175312
"DT0",4,2,0.8272602144306
"DT0",5,2,0.749818893074471
"DT0",6,2,0.791183714865256
"DT0",7,2,0.84308895972182
"DT0",8,2,0.833055636047522
"DT0",9,2,0.879382787597798
"DT1",0,0,0.742849349232328
"DT1",1,0,0.813303717559037
"DT1",2,0,0.722040370976541
"DT1",3,0,0.895320197044335
"DT1",4,0,0.643002028397566
"DT1",5,0,0.724101709649377
"DT1",6,0,0.899666763257027
"DT1",7,0,0.825159374094465
"DT1",8,0,0.90546218487395
"DT1",9,0,0.784011880614315
"DT1",0,1,0.933754189073338
"DT1",1,1,0.828657158444392
"DT1",2,1,0.731042007637752
"DT1",3,1,0.942263112141408
"DT1",4,1,0.907671689365401
"DT1",5,1,0.813170095624457
"DT1",6,1,0.781331498116488
"DT1",7,1,0.725260793972762
"DT1",8,1,0.793610547667343
"DT1",9,1,0.812590553462764
"DT1",0,2,0.704076065778193
"DT1",1,2,0.820746629257268
"DT1",2,2,0.846114878029772
"DT1",3,2,0.790712836858882
"DT1",4,2,0.861235873659809
"DT1",5,2,0.86105476673428
"DT1",6,2,0.709323384526224
"DT1",7,2,0.930599826137352
"DT1",8,2,0.870146334395827
"DT1",9,2,0.884707331208345
"DT2",0,0,0.742420699867508
"DT2",1,0,0.814005143792378
"DT2",2,0,0.722196243472839
"DT2",3,0,0.895682410895393
"DT2",4,0,0.696283685888148
"DT2",5,0,0.779882642712257
"DT2",6,0,0.901405389742104
"DT2",7,0,0.825159374094465
"DT2",8,0,0.905751955954796
"DT2",9,0,0.784011880614315
"DT2",0,1,0.933754189073338
"DT2",1,1,0.768685215493726
"DT2",2,1,0.731042007637752
"DT2",3,1,0.942263112141408
"DT2",4,1,0.960917125470878
"DT2",5,1,0.813025210084034
"DT2",6,1,0.781331498116488
"DT2",7,1,0.724427702115329
"DT2",8,1,0.846385105766445
"DT2",9,1,0.864604462474645
"DT2",0,2,0.763307614371444
"DT2",1,2,0.821058374249864
"DT2",2,2,0.959239342218066
"DT2",3,2,0.790423065778035
"DT2",4,2,0.861235873659809
"DT2",5,2,0.860620110113011
"DT2",6,2,0.709323384526224
"DT2",7,2,0.930599826137352
"DT2",8,2,0.870146334395827
"DT2",9,2,0.884707331208345
"DT3",0,0,0.867469410022601
"DT3",1,0,0.872652170524511
"DT3",2,0,0.826085262255475
"DT3",3,0,0.920312952767314
"DT3",4,0,0.800746160533179
"DT3",5,0,0.795711388003477
"DT3",6,0,0.808968414952188
"DT3",7,0,0.779411764705882
"DT3",8,0,0.828926398145465
"DT3",9,0,0.813930744711678
"DT3",0,1,0.864741641337386
"DT3",1,1,0.817200529966488
"DT3",2,1,0.798651702907022
"DT3",3,1,0.879310344827586
"DT3",4,1,0.918791654592872
"DT3",5,1,0.832331208345407
"DT3",6,1,0.775463633729354
"DT3",7,1,0.713054187192118
"DT3",8,1,0.853846711098232
"DT3",9,1,0.831172124022023
"DT3",0,2,0.804263112773751
"DT3",1,2,0.778738991504949
"DT3",2,2,0.911620294599018
"DT3",3,2,0.825449145175312
"DT3",4,2,0.8272602144306
"DT3",5,2,0.750325992465952
"DT3",6,2,0.791183714865256
"DT3",7,2,0.84308895972182
"DT3",8,2,0.833055636047522
"DT3",9,2,0.879382787597798
"DT4",0,0,0.727807653339568
"DT4",1,0,0.829046839685138
"DT4",2,0,0.719273634167251
"DT4",3,0,0.901260504201681
"DT4",4,0,0.717038539553753
"DT4",5,0,0.731164879745002
"DT4",6,0,0.942552883222254
"DT4",7,0,0.864532019704433
"DT4",8,0,0.946899449434947
"DT4",9,0,0.772348594610258
"DT4",0,1,0.894669160626607
"DT4",1,1,0.817356402462786
"DT4",2,1,0.694996492868833
"DT4",3,1,0.848449724717473
"DT4",4,1,0.917161692263112
"DT4",5,1,0.771225731671979
"DT4",6,1,0.782816574905824
"DT4",7,1,0.675927267458708
"DT4",8,1,0.815596928426543
"DT4",9,1,0.797196464792814
"DT4",0,2,0.716896578598706
"DT4",1,2,0.787896500662458
"DT4",2,2,0.861117605798457
"DT4",3,2,0.823565633149812
"DT4",4,2,0.860221674876847
"DT4",5,2,0.862720950449145
"DT4",6,2,0.690778035352072
"DT4",7,2,0.859279918864097
"DT4",8,2,0.904918864097363
"DT4",9,2,0.760467980295566
"DT5",0,0,0.813381653807186
"DT5",1,0,0.829046839685138
"DT5",2,0,0.720208869145039
"DT5",3,0,0.901477832512315
"DT5",4,0,0.756411185163721
"DT5",5,0,0.730947551434367
"DT5",6,0,0.93951028687337
"DT5",7,0,0.864097363083164
"DT5",8,0,0.947406548826427
"DT5",9,0,0.771841495218777
"DT5",0,1,0.89408463876549
"DT5",1,1,0.817317434338711
"DT5",2,1,0.693126022913257
"DT5",3,1,0.848087510866415
"DT5",4,1,0.964394378441032
"DT5",5,1,0.815343378730803
"DT5",6,1,0.827875977977398
"DT5",7,1,0.728049840625905
"DT5",8,1,0.863626485076789
"DT5",9,1,0.84334250941756
"DT5",0,2,0.716896578598706
"DT5",1,2,0.841477671264905
"DT5",2,2,0.962356792144026
"DT5",3,2,0.824290060851927
"DT5",4,2,0.860221674876847
"DT5",5,2,0.860620110113011
"DT5",6,2,0.741487974500145
"DT5",7,2,0.858809040857722
"DT5",8,2,0.90383222254419
"DT5",9,2,0.808099101709649
"DT6",0,0,0.910568155249006
"DT6",1,0,0.875302002961577
"DT6",2,0,0.898604941158133
"DT6",3,0,0.94233555491162
"DT6",4,0,0.798065778035352
"DT6",5,0,0.775210084033613
"DT6",6,0,0.845153578672848
"DT6",7,0,0.821283685888148
"DT6",8,0,0.849572587655752
"DT6",9,0,0.76582874529122
"DT6",0,1,0.879120879120879
"DT6",1,1,0.839022679448211
"DT6",2,1,0.771646792923389
"DT6",3,1,0.931034482758621
"DT6",4,1,0.94541437264561
"DT6",5,1,0.839611706751666
"DT6",6,1,0.80929440741814
"DT6",7,1,0.716422776006954
"DT6",8,1,0.884453781512605
"DT6",9,1,0.839430599826137
"DT6",0,2,0.815563868755358
"DT6",1,2,0.829631361546255
"DT6",2,2,0.943301379471592
"DT6",3,2,0.81331498116488
"DT6",4,2,0.842907852796291
"DT6",5,2,0.777347145754854
"DT6",6,2,0.730259345117357
"DT6",7,2,0.858120834540713
"DT6",8,2,0.877173283106346
"DT6",9,2,0.899992755722979
"DT7",0,0,0.798534798534798
"DT7",1,0,0.813771335047931
"DT7",2,0,0.90394357415634
"DT7",3,0,0.895320197044335
"DT7",4,0,0.588851057664445
"DT7",5,0,0.723848159953637
"DT7",6,0,0.901405389742104
"DT7",7,0,0.824942045783831
"DT7",8,0,0.90546218487395
"DT7",9,0,0.784011880614315
"DT7",0,1,0.933754189073338
"DT7",1,1,0.768685215493726
"DT7",2,1,0.731042007637752
"DT7",3,1,0.942263112141408
"DT7",4,1,0.907671689365401
"DT7",5,1,0.813459866705303
"DT7",6,1,0.83435960591133
"DT7",7,1,0.665241958852506
"DT7",8,1,0.793610547667343
"DT7",9,1,0.812590553462764
"DT7",0,2,0.704076065778193
"DT7",1,2,0.820746629257268
"DT7",2,2,0.959590055334736
"DT7",3,2,0.790712836858882
"DT7",4,2,0.861235873659809
"DT7",5,2,0.860764995653434
"DT7",6,2,0.71055491161982
"DT7",7,2,0.930599826137352
"DT7",8,2,0.870146334395827
"DT7",9,2,0.884707331208345
"DT8",0,0,0.725781310887694
"DT8",1,0,0.829709297794404
"DT8",2,0,0.719273634167251
"DT8",3,0,0.900173862648508
"DT8",4,0,0.716784989858012
"DT8",5,0,0.731816864676905
"DT8",6,0,0.940886699507389
"DT8",7,0,0.863771370617213
"DT8",8,0,0.946537235583889
"DT8",9,0,0.772348594610258
"DT8",0,1,0.845803133037175
"DT8",1,1,0.769074896734471
"DT8",2,1,0.693126022913257
"DT8",3,1,0.848087510866415
"DT8",4,1,0.91752390611417
"DT8",5,1,0.771225731671979
"DT8",6,1,0.782816574905824
"DT8",7,1,0.72920892494929
"DT8",8,1,0.81519849319038
"DT8",9,1,0.797196464792814
"DT8",0,2,0.766347128049256
"DT8",1,2,0.841204894396384
"DT8",2,2,0.911074740861975
"DT8",3,2,0.823565633149812
"DT8",4,2,0.859968125181107
"DT8",5,2,0.813170095624457
"DT8",6,2,0.689474065488264
"DT8",7,2,0.859279918864097
"DT8",8,2,0.858301941466242
"DT8",9,2,0.760323094755143
"DT9",0,0,0.837347050113008
"DT9",1,0,0.855623100303951
"DT9",2,0,0.72609305588029
"DT9",3,0,0.896370617212402
"DT9",4,0,0.674333526514054
"DT9",5,0,0.790350623007824
"DT9",6,0,0.899920312952767
"DT9",7,0,0.848630831643002
"DT9",8,0,0.93762677484787
"DT9",9,0,0.793574326282237
"DT9",0,1,0.824994154781389
"DT9",1,1,0.826669784116593
"DT9",2,1,0.733847712571117
"DT9",3,1,0.837583309185743
"DT9",4,1,0.957005215879455
"DT9",5,1,0.811141698058534
"DT9",6,1,0.799297305128948
"DT9",7,1,0.758946682121124
"DT9",8,1,0.821319907273254
"DT9",9,1,0.846855983772819
"DT9",0,2,0.7430441898527
"DT9",1,2,0.880367859091263
"DT9",2,2,0.957680617255085
"DT9",3,2,0.806831353230948
"DT9",4,2,0.853122283396117
"DT9",5,2,0.858591712547088
"DT9",6,2,0.745254998551145
"DT9",7,2,0.859787018255578
"DT9",8,2,0.869421906693712
"DT9",9,2,0.847399304549406
"knn1",0,0,0.758436598862131
"knn1",1,0,0.836450783259294
"knn1",2,0,0.800522172862598
"knn1",3,0,0.701427122573167
"knn1",4,0,0.706244566792234
"knn1",5,0,0.812988988698928
"knn1",6,0,0.705121703853955
"knn1",7,0,0.740872210953347
"knn1",8,0,0.810888148362793
"knn1",9,0,0.778035352071863
"knn1",0,1,0.723014574078404
"knn1",1,1,0.680967968202011
"knn1",2,1,0.722391084093212
"knn1",3,1,0.815017386264851
"knn1",4,1,0.85018835120255
"knn1",5,1,0.776079397276152
"knn1",6,1,0.776296725586786
"knn1",7,1,0.668574326282237
"knn1",8,1,0.809729064039409
"knn1",9,1,0.881700956244567
"knn1",0,2,0.837463954485231
"knn1",1,2,0.722196243472839
"knn1",2,2,0.838516093835243
"knn1",3,2,0.702332657200811
"knn1",4,2,0.741125760649087
"knn1",5,2,0.739858012170385
"knn1",6,2,0.81356853086062
"knn1",7,2,0.705013039698638
"knn1",8,2,0.778180237612286
"knn1",9,2,0.846529991306868
"knn2",0,0,0.75489049957135
"knn2",1,0,0.827488114722157
"knn2",2,0,0.870586859948562
"knn2",3,0,0.692371776296726
"knn2",4,0,0.700231816864677
"knn2",5,0,0.800927267458708
"knn2",6,0,0.694074181396697
"knn2",7,0,0.768146913937989
"knn2",8,0,0.800782381918285
"knn2",9,0,0.770139090118806
"knn2",0,1,0.712064531213467
"knn2",1,1,0.674148546488972
"knn2",2,1,0.749941547813888
"knn2",3,1,0.806251811069255
"knn2",4,1,0.838778614894234
"knn2",5,1,0.803281657490582
"knn2",6,1,0.768002028397566
"knn2",7,1,0.657526803824978
"knn2",8,1,0.801434366850188
"knn2",9,1,0.909772529701536
"knn2",0,2,0.829397552801808
"knn2",1,2,0.717948717948718
"knn2",2,2,0.829124775933286
"knn2",3,2,0.693639524775427
"knn2",4,2,0.767748478701826
"knn2",5,2,0.728846711098232
"knn2",6,2,0.8033903216459
"knn2",7,2,0.690669371196755
"knn2",8,2,0.802665893943784
"knn2",9,2,0.878513474355259
"knn3",0,0,0.74148546488972
"knn3",1,0,0.824058919803601
"knn3",2,0,0.863572597615151
"knn3",3,0,0.686974789915966
"knn3",4,0,0.689111851637207
"knn3",5,0,0.788358446827007
"knn3",6,0,0.681251811069255
"knn3",7,0,0.755867864387134
"knn3",8,0,0.791256157635468
"knn3",9,0,0.761373514923211
"knn3",0,1,0.698464655911464
"knn3",1,1,0.664250642974047
"knn3",2,1,0.741329592393422
"knn3",3,1,0.797196464792814
"knn3",4,1,0.829179947841206
"knn3",5,1,0.792849898580122
"knn3",6,1,0.762605042016807
"knn3",7,1,0.645030425963489
"knn3",8,1,0.788249782671689
"knn3",9,1,0.8988698927847
"knn3",0,2,0.818720286805393
"knn3",1,2,0.709025017535656
"knn3",2,2,0.820201075520224
"knn3",3,2,0.685815705592582
"knn3",4,2,0.758294697189221
"knn3",5,2,0.719718922051579
"knn3",6,2,0.793827875977977
"knn3",7,2,0.682483338162851
"knn3",8,2,0.787344248044045
"knn3",9,2,0.86815415821501
"knn4",0,0,0.726326864624737
"knn4",1,0,0.810030395136778
"knn4",2,0,0.855506195931728
"knn4",3,0,0.672232686177919
"knn4",4,0,0.679766734279919
"knn4",5,0,0.811866125760649
"knn4",6,0,0.667197913648218
"knn4",7,0,0.779447986090988
"knn4",8,0,0.775137641263402
"knn4",9,0,0.747102289191539
"knn4",0,1,0.688410879900242
"knn4",1,1,0.65458654820357
"knn4",2,1,0.765294988699244
"knn4",3,1,0.784229208924949
"knn4",4,1,0.818856853086062
"knn4",5,1,0.776912489133584
"knn4",6,1,0.747681831353231
"knn4",7,1,0.63611996522747
"knn4",8,1,0.775391190959142
"knn4",9,1,0.884779773978557
"knn4",0,2,0.805782869612657
"knn4",1,2,0.698386719663316
"knn4",2,2,0.807731275816382
"knn4",3,2,0.710627354390032
"knn4",4,2,0.74905824398725
"knn4",5,2,0.708055636047523
"knn4",6,2,0.781186612576065
"knn4",7,2,0.671327151550275
"knn4",8,2,0.773326572008114
"knn4",9,2,0.851709649376992
"knn5",0,0,0.719624347283922
"knn5",1,0,0.79923622476814
"knn5",2,0,0.847946379861273
"knn5",3,0,0.666038829324833
"knn5",4,0,0.672087800637496
"knn5",5,0,0.802412344248044
"knn5",6,0,0.657563025210084
"knn5",7,0,0.778614894233555
"knn5",8,0,0.7701028687337
"knn5",9,0,0.739350912778905
"knn5",0,1,0.683072246902034
"knn5",1,1,0.646013560907178
"knn5",2,1,0.755864702673213
"knn5",3,1,0.778216458997392
"knn5",4,1,0.80980150680962
"knn5",5,1,0.770718632280498
"knn5",6,1,0.739061141698058
"knn5",7,1,0.631447406548826
"knn5",8,1,0.767857142857143
"knn5",9,1,0.873949579831933
"knn5",0,2,0.798534798534798
"knn5",1,2,0.691021744213234
"knn5",2,2,0.801457407840387
"knn5",3,2,0.707186322804984
"knn5",4,2,0.812518110692553
"knn5",5,2,0.69635612865836
"knn5",6,2,0.778035352071863
"knn5",7,2,0.664046653144016
"knn5",8,2,0.762532599246595
"knn5",9,2,0.84051724137931
"knn6",0,0,0.708128750681942
"knn6",1,0,0.795923934221807
"knn6",2,0,0.842062193126023
"knn6",3,0,0.654158215010142
"knn6",4,0,0.66538684439293
"knn6",5,0,0.791654592871631
"knn6",6,0,0.644740654882643
"knn6",7,0,0.771334395827296
"knn6",8,0,0.764343668501884
"knn6",9,0,0.734605911330049
"knn6",0,1,0.67231704465747
"knn6",1,1,0.636115657392253
"knn6",2,1,0.744291169823085
"knn6",3,1,0.76865401332947
"knn6",4,1,0.804440741813967
"knn6",5,1,0.764017676035932
"knn6",6,1,0.728122283396117
"knn6",7,1,0.620001448855404
"knn6",8,1,0.762641263401912
"knn6",9,1,0.866560417270356
"knn6",0,2,0.789572129997662
"knn6",1,2,0.680188605720521
"knn6",2,2,0.78972800249396
"knn6",3,2,0.699760938858302
"knn6",4,2,0.837547087800637
"knn6",5,2,0.686974789915966
"knn6",6,2,0.768038249782672
"knn6",7,2,0.654049550854825
"knn6",8,2,0.749674007534048
"knn6",9,2,0.834178498985801
"knn7",0,0,0.702010755202244
"knn7",1,0,0.79128672745694
"knn7",2,0,0.835632452653729
"knn7",3,0,0.64742103738047
"knn7",4,0,0.659881193856853
"knn7",5,0,0.779194436395248
"knn7",6,0,0.638438133874239
"knn7",7,0,0.765176760359316
"knn7",8,0,0.752064618951029
"knn7",9,0,0.722544190089829
"knn7",0,1,0.664172706725898
"knn7",1,1,0.626139817629179
"knn7",2,1,0.737705556854493
"knn7",3,1,0.758077368878586
"knn7",4,1,0.795638945233266
"knn7",5,1,0.790278180237612
"knn7",6,1,0.721711098232396
"knn7",7,1,0.616125760649087
"knn7",8,1,0.753984352361634
"knn7",9,1,0.858157055925819
"knn7",0,2,0.780336684592004
"knn7",1,2,0.67231704465747
"knn7",2,2,0.784428337619827
"knn7",3,2,0.690379600115908
"knn7",4,2,0.829252390611417
"knn7",5,2,0.678969863807592
"knn7",6,2,0.758765575195595
"knn7",7,2,0.6469863807592
"knn7",8,2,0.777564474065488
"knn7",9,2,0.827477542741234
"knn8",0,0,0.695697919102174
"knn8",1,0,0.782752708284623
"knn8",2,0,0.827760891590679
"knn8",3,0,0.639959432048681
"knn8",4,0,0.657200811359026
"knn8",5,0,0.768690234714576
"knn8",6,0,0.632063170095625
"knn8",7,0,0.756230078238192
"knn8",8,0,0.778252680382498
"knn8",9,0,0.713235294117647
"knn8",0,1,0.662107396149949
"knn8",1,1,0.618385160938352
"knn8",2,1,0.729872963915517
"knn8",3,1,0.75307881773399
"knn8",4,1,0.785859171254709
"knn8",5,1,0.783830773688786
"knn8",6,1,0.715372355838887
"knn8",7,1,0.609026369168357
"knn8",8,1,0.742574616053318
"knn8",9,1,0.885431758910461
"knn8",0,2,0.773945912243785
"knn8",1,2,0.666939443535188
"knn8",2,2,0.778349310264204
"knn8",3,2,0.714684149521878
"knn8",4,2,0.820993914807302
"knn8",5,2,0.670566502463054
"knn8",6,2,0.752064618951029
"knn8",7,2,0.670168067226891
"knn8",8,2,0.778470008693132
"knn8",9,2,0.821392350043466
"knn9",0,0,0.687904294287273
"knn9",1,0,0.862286649520692
"knn9",2,0,0.823240589198036
"knn9",3,0,0.665604172703564
"knn9",4,0,0.648000579542162
"knn9",5,0,0.787054476963199
"knn9",6,0,0.621631411185164
"knn9",7,0,0.749384236453202
"knn9",8,0,0.769704433497537
"knn9",9,0,0.703310634598667
"knn9",0,1,0.654118930714675
"knn9",1,1,0.651858779518354
"knn9",2,1,0.721923466604318
"knn9",3,1,0.748007823819183
"knn9",4,1,0.774340770791075
"knn9",5,1,0.778252680382498
"knn9",6,1,0.706353230947551
"knn9",7,1,0.633113590263692
"knn9",8,1,0.743299043755433
"knn9",9,1,0.872355838887279
"knn9",0,2,0.766541968669628
"knn9",1,2,0.660860416179565
"knn9",2,2,0.76880211986595
"knn9",3,2,0.702948420747609
"knn9",4,2,0.81237322515213
"knn9",5,2,0.661656041727036
"knn9",6,2,0.751412634019125
"knn9",7,2,0.662054476963199
"knn9",8,2,0.768835120254999
"knn9",9,2,0.814003187481889
